name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
"Dr. Ashok K Joshi, MD",199 Boston Road,North Billerica,MA,1862,978-670-1300,,42.5807,-71.2893,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Geraldine Malana,",195 Canal Street,Malden,MA,2148,781-338-0500,,42.4199,-71.0727,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sigrid Katherine Bergenstein,",18 Lovewell Road,Boston,MA,2118,617-433-9601,,42.293,-71.2971,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Richard Tibbetts, MD",31 Hinckley Road,Waban,MA,2468,617-966-7744,,42.3239,-71.2183,national,findtreatment.gov,BUPREN,,,,,,,,english
"Andrew Old,",5 Lady Slipper Lane,Marion,MA,2738,508-748-3247,,41.7211,-70.7361,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sarah Karevicius,",532 Sumner Avenue,Springfield,MA,1108,413-739-1100,,42.0866,-72.5571,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jean Ann Helger, NP",CCBC,Taunton,MA,2780,508-828-9116,,41.9011,-71.0988,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melissa Jean Miles, PA",11 Wilbraham Road,Springfield,MA,1109,413-794-3710,,42.111,-72.5633,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Umer Sayeed-Shah,",Evolve Health PC,Brockton,MA,2301,617-481-2020,,42.0823,-71.0199,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Umer Sayeed-Shah,",Evolve Health PC,Quincy,MA,2171,617-481-2020,,42.2768,-71.0296,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Anthony Tabacco, M.D.",Evolve Health PC,Quincy,MA,2171,617-934-2020,,42.2768,-71.0296,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Agustin Max Florian, MD",Evolve Health PC,Quincy,MA,2171,617-934-2020,,42.2768,-71.0296,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Agustin Max Florian, MD",Evolve Health PC,Worcester,MA,1605,617-934-2020,,42.2654,-71.7907,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Agustin Max Florian, MD",Evolve Health PC,Brockton,MA,2301,617-934-2020,,42.0823,-71.0199,national,findtreatment.gov,BUPREN,,,,,,,,english
"Veronica Faller, MD",15 Parkman Street,Boston,MA,2114,617-724-6300,,42.3626,-71.0683,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lara L Coakley, NP",75 Francis Street,Boston,MA,2115,857-307-3085,,42.3362,-71.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessica Lynn Gray, NP",10 Gove Street,East Boston,MA,2128,617-568-4401,,42.3723,-71.0382,national,findtreatment.gov,BUPREN,,,,,,,,english
"Scott Jeffrey Henderson, MD",531 Faunce Corner Road,North Dartmouth,MA,2747,508-996-3991,,41.6717,-70.9903,national,findtreatment.gov,BUPREN,,,,,,,,english
"Peatrice Zheng, PA","38 Billings Road, Room 205",Quincy,MA,2171,617-657-1800,,42.2736,-71.0254,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher Bowman DiCroce, MD",55 Lake Avenue North,Worcester,MA,1655,508-421-1400,,42.2765,-71.762,national,findtreatment.gov,BUPREN,,,,,,,,english
"Bevin Kenney, MD",Brookside Community Health Center,Boston,MA,2130,617-983-6061,,42.3108,-71.1035,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jermaine Dario Okang Thomas,",Essex County Correctional Facility,Middleton,MA,1949,978-750-1900,,42.5975,-70.986,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lorraine Ann Wiley, NP",40 Musket Road,Plymouth,MA,2360,508-951-7251,,41.9286,-70.7249,national,findtreatment.gov,BUPREN,,,,,,,,english
"Amelia Agnes Stiles, NP",380 Plainfield Street,Springfield,MA,1107,413-794-4458,,42.1172,-72.6145,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jordan A. Spector, MD",Boston Medical Center,Newton,MA,2118,617-319-9671,,42.3345,-71.0731,national,findtreatment.gov,BUPREN,,,,,,,,english
"James Alan Feldman, MD",Boston Medical Center,Boston,MA,2118,617-414-5972,,42.336,-71.0737,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nancy Elizabeth Bohan-Broderick, NP",119 New Athol Road,Orange,MA,1364,978-544-7800,,42.5929,-72.3296,national,findtreatment.gov,BUPREN,,,,,,,,english
"Bamby Lynne Forrest, NP",27 Park Street,Hyannis,MA,2601,508-862-5969,,41.6535,-70.273,national,findtreatment.gov,BUPREN,,,,,,,,english
"Tariq Mohammad Hashmi,",79 Highland Avenue,Salem,MA,1970,978-354-2551,,42.5116,-70.9081,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. James E Howe,",24 Newton Street,Southborough,MA,1772,508-460-3290,,42.3101,-71.5257,national,findtreatment.gov,BUPREN,,,,,,,,english
"Susana Loo-Li, NP",26 Queen Street,Worcester,MA,1610,508-860-7700,,42.2592,-71.815,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Demian Grece Mousad, M.D.",Worcester Pain Management,Worcester,MA,1605,508-713-6063,,42.2719,-71.7918,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Demian Grece Mousad, M.D.",1 Carlisle terrace,Natick,MA,1760,508-904-9026,,42.2999,-71.3464,national,findtreatment.gov,BUPREN,,,,,,,,english
"Maher Jafar, MD",55 Fogg Road,South Weymouth,MA,2190,781-624-8000,,42.1758,-70.9541,national,findtreatment.gov,BUPREN,,,,,,,,english
"Megan Roni Miller, MD",Baystate Women's Health - Wesson Women's Clinic,Springfield,MA,1199,413-794-5307,,42.1216,-72.6037,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rachel Elizabeth Ballester,",55 Fogg Road,Weymouth,MA,2190,781-624-4203,,42.1758,-70.9541,national,findtreatment.gov,BUPREN,,,,,,,,english
"Elizabeth Anne Hankinson,",75 Francis Street,Boston,MA,2115,617-278-0055,,42.3361,-71.1075,national,findtreatment.gov,BUPREN,,,,,,,,english
"Alyssa Renee Moller, MD",300 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3409,-71.1044,national,findtreatment.gov,BUPREN,,,,,,,,english
"Colleen Monaghan, MD","1285 Beacon St, Suite 101",Brookline,MA,2446,617-983-7025,,42.3016,-71.1288,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dani Hackner, MD",St. Luke's Hospital,New Bedford,MA,2459,508-973-5865,,41.6264,-70.9383,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Benjamin Ryan Leffel,",55 Fogg Road,South Weymouth,MA,2190,781-624-8800,,42.1758,-70.9541,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicolas Michael Monte,",25 Yorktown Drive,Springfield,MA,1108,617-306-3663,,42.0679,-72.5543,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kelly Elizabeth Sullivan,",47 High street,North Andover,MA,1845,978-685-2460,,41.7425,-72.6332,national,findtreatment.gov,BUPREN,,,,,,,,english
"Catherine Doyle,",47 Congress Street,Salem,MA,1970,978-744-8388,,42.5177,-70.8891,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Mary Barkalow, MD",2155 Main Street,Springfield,MA,1104,617-312-8250,,42.1095,-72.6005,national,findtreatment.gov,BUPREN,,,,,,,,english
"Deborah Robinson, NP",749 Head of The Bay,Buzzards Bay,MA,2532,508-361-0778,,41.7649,-70.6179,national,findtreatment.gov,BUPREN,,,,,,,,english
"George Gachuma, NP",29 Pine Street,WORCESTER,MA,1550,508-765-9167,,42.0802,-72.0375,national,findtreatment.gov,BUPREN,,,,,,,,english
"Alex J. Weiner, NP",874 PURCHASE STREET,NEW BEDFORD,MA,2740,508-992-6553,,41.8767,-71.3851,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kera Ashley Monts, NP",332 Birnie Avenue,Springfield,MA,1107,413-733-6624,,42.1226,-72.6113,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michael Chary, MD",333 Longwood Avenue,Boston,MA,2115,646-765-4782,,42.3385,-71.1054,national,findtreatment.gov,BUPREN,,,,,,,,english
"Johanna M. Kolodziej, NP",15 Kings Highway,Westhampton,MA,1027,413-794-2567,,42.315,-72.7635,national,findtreatment.gov,BUPREN,,,,,,,,english
"German Vicente Crisostomo,",173 Chelsea Street,Everett,MA,2149,781-388-6200,,42.404,-71.0488,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michael Matthew Reily,",2100 Dorchester Avenue,Dorchester,MA,2152,919-824-6538,,42.2781,-71.0662,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Stephanie Stratigos, MD",Emerson Hospital,Concord,MA,1742,978-287-3520,,42.4521,-71.3763,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Patricia Ruze, MD",42 Willow Road,Harvard,MA,1451,978-796-1000,,42.4967,-71.5943,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher James Nash, MD",55 Fruit Street,Boston,MA,2114,617-724-4068,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lanesha Bracy, NP",Martha's Vineyard Hospital,Oak Bluffs,MA,2557,251-442-4277,,40.9255,-121.6199,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ashley Louise Tobey, NP",33 Bartlett Street,Lowell,MA,1852,978-934-8515,,42.7775,-71.0716,national,findtreatment.gov,BUPREN,,,,,,,,english
"Joanna Barbara Bielin, NP",Clean Slate Outpatient Addiction Medicine,Springfield,MA,1103,413-736-1458,,42.1072,-72.5974,national,findtreatment.gov,BUPREN,,,,,,,,english
"Audrey Jane Warner, PA",61 Industrial Park Road,Plymouth,MA,2360,508-503-5020,,41.9581,-70.7047,national,findtreatment.gov,BUPREN,,,,,,,,english
"Shradha Bisht, NP",199 Boston Road,North Bellerica,MA,1862,978-670-1300,,42.5807,-71.2893,national,findtreatment.gov,BUPREN,,,,,,,,english
"Britt Doran Sibson, NP",SPG Westport Family Medicine,Westport,MA,2790,508-636-5101,,41.6328,-71.0762,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sarah Elizabeth Bradshaw, NP",161 Jackson Street,Lowell,MA,1854,339-788-1121,,42.6424,-71.3109,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniel C Randall, MD",37 Chestnut Street,Salem,MA,1970,215-208-4685,,42.5188,-70.9027,national,findtreatment.gov,BUPREN,,,,,,,,english
"Meera Sunder,",26 Central Street,Somerville,MA,2143,617-665-3370,,42.3849,-71.1061,national,findtreatment.gov,BUPREN,,,,,,,,english
"Herrick Fisher,",75 Francis Street,Boston,MA,2115,617-732-5500,,42.3362,-71.1067,national,findtreatment.gov,BUPREN,,,,,,,,english
"Daniel N Ricotta,",Beth Israel Deaconess Medical Center,Boston,MA,2215,617-754-4677,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marinelle Garraud,",6 Tucker Street,Lynn,MA,1902,617-838-0254,,42.4755,-70.9478,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rebecca Drew Glassman,",330 Brookline Avenue,Boston,MA,2215,617-754-9600,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Katie Patrice Raju, NP",400 Stanley Street,Fall River,MA,2720,508-675-1054,,41.7148,-71.1353,national,findtreatment.gov,BUPREN,,,,,,,,english
"Katherine Merriott Kilgore, MD",55 Fruit Street,Boston,MA,2114,617-855-3937,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"James D. Sullivan,",200 Ter Heun Dr,Falmouth,MA,2540,508-254-8424,,41.9064,-71.0956,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Norah Wright, MD",41 Burlington Mall Road,Burlington,MA,1803,781-576-0446,,40.0054,-75.1507,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jocelyn Beatriz Mejia,",233 Needham St,Newton,MA,2464,781-521-7410,,42.464,-70.946,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jakob Biewald Thomas, NP",Family Healthcare Center at SSTAR,Fall River,MA,2720,508-675-1054,,41.715,-71.1362,national,findtreatment.gov,BUPREN,,,,,,,,english
"Owen M Harris,",81 Highland Avenue,Salem,MA,1970,978-354-3500,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Kelly Lorraine Graham,",330 Brookline Avenue,Boston,MA,2215,617-754-9600,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Josephine Banigo,",320 Bolton Street,Marlaborough,MA,1752,508-305-2071,,42.3569,-71.5516,national,findtreatment.gov,BUPREN,,,,,,,,english
"Thomas John Zanca, MD",16 Ascot Lane,Uxbridge,MA,1569,774-287-1232,,42.0646,-71.6302,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Chris Yuhsuen Feng, MD",75 Francis Street,Boston,MA,2115,,,34.058,-118.2088,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Byron Smith, MD",196 Main St.,Fall River,MA,2724,409-622-3666,,41.7046,-71.155,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mark Mozzi, PA",725 North Street,Pittsfield,MA,1201,413-496-6820,,42.4596,-73.2492,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Karla F Fuentes, MD",387 Quarry Street,Fall River,MA,2723,508-679-8111,,41.6936,-71.1403,national,findtreatment.gov,BUPREN,,,,,,,,english
"Julie Clifford Smail,",North Shore Physicians Group,Rowley,MA,1969,877-379-5522,,42.7048,-70.9115,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kristin Kathleen Wickstrom,",151 Worcester Road,Barre,MA,1452,978-355-6321,,42.4079,-72.091,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ana Maria Espila Navarro, MD",761 Worcester Road,Framingham,MA,1701,508-380-2566,,42.2997,-71.4289,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lisa M. Langhammer,",940 Belmont Street,Brockton,MA,2301,774-826-2079,,42.0632,-71.0539,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kenneth Jay Mukamal,",330 Brookline Avenue,Boston,MA,2215,617-667-9600,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Adam Donald Bliss,",162 Chandler Street,Worcester,MA,1609,774-312-2445,,42.2603,-71.8144,national,findtreatment.gov,BUPREN,,,,,,,,english
"Erin E. Knight, NP",10-I Roessler Road,Woburn,MA,1801,781-932-8114,,42.5108,-71.1413,national,findtreatment.gov,BUPREN,,,,,,,,english
"Emily Hannah Minakin, PA",Community Health Center of Cape Cod,Mashpee,MA,2649,508-477-7090,,41.6075,-70.4909,national,findtreatment.gov,BUPREN,,,,,,,,english
"David Bruce DeGrand,",Reliant Medical Group department of Geriatrics,Worcester,MA,1605,508-595-2000,,42.2864,-71.8075,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Heather Jane Bellis-Jones, MD",940 Belmont Street,Brockton,MA,2301,774-826-1778,,42.0632,-71.0539,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sofia Maria Fagan,",1 Widger Road,Marblehead,MA,1945,781-631-5126,,42.4946,-70.8724,national,findtreatment.gov,BUPREN,,,,,,,,english
"Tara Richardson,",281 E Hartford Avenue,Uxbridge,MA,1519,508-278-5573,,42.0864,-71.6622,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jessica Berwick,",330 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Siere Alkee, NP",68 N. Front Street,New Bedford,MA,2747,781-913-8406,,41.6526,-70.9233,national,findtreatment.gov,BUPREN,,,,,,,,english
"Meghan Migeon,",164 High Street,Greenfield,MA,1301,413-773-2263,,42.5962,-72.5924,national,findtreatment.gov,BUPREN,,,,,,,,english
"Juilet Paul, NP",275 Grove Street,Newton,MA,2466,617-347-1365,,42.3387,-71.2528,national,findtreatment.gov,BUPREN,,,,,,,,english
"Beth-Anne Digiammarino, NP",360 Merrimack Street,Lawrence,MA,1843,978-655-6652,,42.7037,-71.143,national,findtreatment.gov,BUPREN,,,,,,,,english
"Christopher Martin Zimmerman,",632 Blue Hill Avenue,Dorchester,MA,2121,617-825-3400,,42.3025,-71.0851,national,findtreatment.gov,BUPREN,,,,,,,,english
"Quincey Ann McGuire Melonakos,",151 Everett Ave,Chelsea,MA,2150,617-884-8300,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Arthur M Lauretano, Sr.",295 Varnum Avenue,Lowell,MA,1854,978-886-1914,,42.6477,-71.3423,national,findtreatment.gov,BUPREN,,,,,,,,english
"Diane Marie Nezar,",Boston Medical Center,Dowling 4,MA,2118,505-573-3722,,35.0176,-106.7141,national,findtreatment.gov,BUPREN,,,,,,,,english
"Stephen Douglas Frantz,",119 Windsor Street,Cambridge,MA,2139,617-665-3600,,42.3647,-71.0967,national,findtreatment.gov,BUPREN,,,,,,,,english
"Brittany Marie Palaski,",269 Union Street,Lynn,MA,1901,781-581-3900,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Craig Francis Noronha,",801 Massachusetts Avenue,Boston,MA,2118,617-414-5951,,42.333,-71.0736,national,findtreatment.gov,BUPREN,,,,,,,,english
"Roberta Jean Dennison,",195 Canal Street,Malden,MA,2148,781-338-0500,,42.4199,-71.0727,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sarinah Marie Brown, NP",384 Washington Street,Norwell,MA,2061,781-871-6550,,42.1586,-70.8602,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicola Tamsin Sumorok, MD",140 High Street,Springfield,MA,1105,413-794-2511,,42.1055,-72.5795,national,findtreatment.gov,BUPREN,,,,,,,,english
"Heather Elizabeth Crocker,",10 Gove Street,Boston,MA,2128,781-439-7085,,42.3723,-71.0382,national,findtreatment.gov,BUPREN,,,,,,,,english
"Paul Peng,",1493 Cambridge Street,Cambridge,MA,2139,617-665-1271,,42.3749,-71.1044,national,findtreatment.gov,BUPREN,,,,,,,,english
"Vitaly Evgenievich Ermolin, MD",South Shore Hospital,South Weymouth,MA,2190,781-624-8719,,42.1757,-70.9542,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kyle Christopher Chaplic,",94 Main Street,Hyannis,MA,2601,508-771-9599,,41.6563,-70.2745,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rachel Cannon,",850 Harrison Avenue,Boston,MA,2130,617-414-2000,,42.3347,-71.0741,national,findtreatment.gov,BUPREN,,,,,,,,english
"Charmaine Sydiongco Lastimoso, NP",12 Joanne Road,Burlington,MA,1803,401-744-1499,,42.5137,-71.2128,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ying Ying Ma, NP",101 Main Street,Medford,MA,2155,339-970-4218,,42.416,-71.1112,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jocelyn M Cabral,",182 north main st,Fall river,MA,2770,508-324-1900,,41.8982,-71.3231,national,findtreatment.gov,BUPREN,,,,,,,,english
"Robyn A Mazin,",2014 Washington Street,Newton,MA,2462,617-480-3535,,42.3306,-71.2464,national,findtreatment.gov,BUPREN,,,,,,,,english
"Richard Romano,",135 Charity Hill Road,Hardwick,MA,1037,413-477-6021,,42.3702,-72.2039,national,findtreatment.gov,BUPREN,,,,,,,,english
"Eli McKenna-Weiss,",115 W. Silver Street,Westfield,MA,1085,413-568-2811,,42.1184,-72.7598,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Sheel Saxena, MD",409 West Broadway,Boston,MA,2127,617-269-7500,,42.3368,-71.0482,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dan Kent Schwarz,",91 Glen Road,Jamaica Plain,MA,2130,845-797-9902,,42.3258,-71.109,national,findtreatment.gov,BUPREN,,,,,,,,english
"Ashley Kochanek Weisman, MD",55 Fruit Street,Boston,MA,2114,412-897-9610,,42.3632,-71.0688,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cassandra Jane Nava,",110 Maple Street,Springfield,MA,1105,413-732-7419,,42.1009,-72.5813,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sunny Ratilal Chavan,",63 Main Street,Brockton,MA,2301,508-559-6699,,42.0845,-71.0202,national,findtreatment.gov,BUPREN,,,,,,,,english
"Alice Karanu,",439 South Union Street,Lawrence,MA,1843,978-620-0790,,42.6909,-71.1558,national,findtreatment.gov,BUPREN,,,,,,,,english
"Maria Francesca Nardell,",BIDMC Hospital Medicine,Boston,MA,2215,617-754-4677,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Helen Macharia,",150A Andover St Ste 11A,Danvers,MA,1923,978-420-4005,,42.3848,-71.0714,national,findtreatment.gov,BUPREN,,,,,,,,english
"Monica Midha,",330 Brookline Avenue,Boston,MA,2215,617-754-4677,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kathleen Pucci, NP",9 Village Inn Rd,Westminster,MA,1473,978-358-8385,,42.543,-71.879,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cara Leigh Sacchetti, MD",143 Longwater Drive,Norwell,MA,2061,781-878-5200,,42.1567,-70.8767,national,findtreatment.gov,BUPREN,,,,,,,,english
"Adekemi Victoria Adeleye, NP",850 Harrison Avenue,Boston,MA,2118,617-414-4107,,42.3349,-71.0722,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sarah Geary Murphy,",143 Longwater Drive,Norwell,MA,2043,781-878-5200,,42.1567,-70.8767,national,findtreatment.gov,BUPREN,,,,,,,,english
"Lela Michelle Nelson-Parola,",3550 Main Street,Springfield,MA,1107,413-858-7400,,42.2072,-72.6085,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kerry Pimentel Taveira,",323 French St,Fall River,MA,2720,774-322-1922,,41.7597,-71.2215,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kohei Hasegawa,",125 Nashua Street,Boston,MA,2114,617-726-5276,,42.368,-71.0651,national,findtreatment.gov,BUPREN,,,,,,,,english
"Benjamin Canfield Ryan,",143 Longwater Drive,Norwell,MA,2061,781-878-5200,,42.1567,-70.8767,national,findtreatment.gov,BUPREN,,,,,,,,english
"Gretchen Lynn Chase-Rey, NP",780 Main Street,Great Barrington,MA,1230,413-528-1470,,42.1783,-73.363,national,findtreatment.gov,BUPREN,,,,,,,,english
"Anita Kaul,",874 Purchase street,New Bedford,MA,2740,508-992-6553,,41.6362,-70.9257,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jonathan Ximing Li,",330 Brookline Avenue,Boston,MA,2446,617-754-9600,,42.3399,-71.1046,national,findtreatment.gov,BUPREN,,,,,,,,english
"Omar Abduljabar,",6 Crown Drive,Quincy,MA,2169,413-306-9169,,42.23,-71.0136,national,findtreatment.gov,BUPREN,,,,,,,,english
"Maria Lourdes Angeles,",MCI-Shirley,Shirley,MA,1464,508-525-5570,,42.5264,-71.6465,national,findtreatment.gov,BUPREN,,,,,,,,english
"Teri Lou Miner,",South Shore Medical Center,Norwell,MA,2061,781-878-5200,,42.1568,-70.8767,national,findtreatment.gov,BUPREN,,,,,,,,english
"Temilola Onabanjo,",South Shore Hospital,Weymouth,MA,2190,781-624-8719,,42.348,-71.0412,national,findtreatment.gov,BUPREN,,,,,,,,english
"Prema Daniel, NP",16 Pine Street,Lowell,MA,1851,978-294-8004,,42.6344,-71.3279,national,findtreatment.gov,BUPREN,,,,,,,,english
"Milica Perosevic,",South Shore Hospital,Weymouth,MA,2190,781-624-8000,,42.1756,-70.954,national,findtreatment.gov,BUPREN,,,,,,,,english
"Taylor W. Gray, NP",300 South Street,Chestnut Hill,MA,2467,617-469-0300,,42.2983,-71.1493,national,findtreatment.gov,BUPREN,,,,,,,,english
"Julie Ann Gallagher, NP",16 Pine Street,Lowell,MA,1851,978-294-8004,,42.6344,-71.3279,national,findtreatment.gov,BUPREN,,,,,,,,english
"Brian Persaud,",330 Brookline Avenue,Boston,MA,2215,617-632-0346,,42.3397,-71.1049,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jeanelle Zozula,",164 High Street,Greenfield,MA,1301,413-773-0211,,42.5962,-72.5924,national,findtreatment.gov,BUPREN,,,,,,,,english
"Onyebuchi Ogbo, NP",117 Broadway,Norwood,MA,2062,339-502-0871,,42.1899,-71.2,national,findtreatment.gov,BUPREN,,,,,,,,english
"Andrew Connor Chin, PA",3130 Route 6,Wellfleet,MA,2667,508-349-3131,,46.189,-123.8178,national,findtreatment.gov,BUPREN,,,,,,,,english
"Welky Alexandra Galvis,",47 Congress Street,Salem,MA,1970,978-744-8388,,42.5177,-70.8891,national,findtreatment.gov,BUPREN,,,,,,,,english
"Dr. Jennifer Allison Ross, MD",2 Brookline Place,Brookline,MA,2445,434-924-5185,,38.0319,-78.4992,national,findtreatment.gov,BUPREN,,,,,,,,english
"Massiel Reyes, NP",37 FRIEND ST,Lynn,MA,1902,781-715-6688,,42.5177,-70.8891,national,findtreatment.gov,BUPREN,,,,,,,,english
"Cynthia Ann Royal,",225 New Lancaster Road,Leominster,MA,1453,978-466-3212,,42.494,-71.7299,national,findtreatment.gov,BUPREN,,,,,,,,english
"Patty-Ann Krajewski, MD",141 Blackstone Street,Mendon,MA,1756,508-478-3446,,42.0776,-71.5585,national,findtreatment.gov,BUPREN,,,,,,,,english
"Michelle Mulvey-Sylvia, NP",1 Admin Road,Bridgewater,MA,2324,508-279-6819,,41.6383,-70.9812,national,findtreatment.gov,BUPREN,,,,,,,,english
"Chieu Hoang Le,",190 Lenox Street,Norwood,MA,2062,781-769-8670,,42.1892,-71.1984,national,findtreatment.gov,BUPREN,,,,,,,,english
"Sanja Percac-Lima,",Massachusetts General Hosptial Chelsea HealthCare Center,Chelsea,MA,2150,617-889-8580,,42.3961,-71.0391,national,findtreatment.gov,BUPREN,,,,,,,,english
"Je Deuk Ko, MD",Massachusetts General Hospital,Boston,MA,2114,617-726-2241,,42.3619,-71.0695,national,findtreatment.gov,BUPREN,,,,,,,,english
"Melissa Kelley Borges,",237 State Road,Dartmouth,MA,2747,508-717-8903,,41.6383,-70.9812,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rajani Chakravarthy LaRocca, MD",73 High Street,Charlestown,MA,2129,617-724-8165,,42.3772,-71.0643,national,findtreatment.gov,BUPREN,,,,,,,,english
"Brian Justin Hession,",40 Wright Street,Palmer,MA,1069,413-370-5308,,42.1694,-72.3417,national,findtreatment.gov,BUPREN,,,,,,,,english
"Rachael Hynds-Decoteau,",300 Stafford Street,Springfield,MA,1104,413-748-9137,,42.1146,-72.5931,national,findtreatment.gov,BUPREN,,,,,,,,english
"Nicole Gesamondo, NP",173 Oxford Street,Lynn,MA,1901,781-268-2200,,42.5108,-71.1413,national,findtreatment.gov,BUPREN,,,,,,,,english
"Kimberly Anne Irvine, NP",710 Route 28,Harwich Port,MA,2646,508-432-1400,,41.6706,-70.0603,national,findtreatment.gov,BUPREN,,,,,,,,english
"Marie C Szczesny,",326 Nichols Rd.,Fitchburg,MA,1420,978-847-0110,,44.5123,-71.1456,national,findtreatment.gov,BUPREN,,,,,,,,english
"Julieta M Perez,",29 Market Square,Lynn,MA,1905,781-632-4736,,42.463,-70.9642,national,findtreatment.gov,BUPREN,,,,,,,,english
"Mary Agyemang-Adinkrah,",269 Union Street,Lynn,MA,1901,781-581-3900,,42.4652,-70.9436,national,findtreatment.gov,BUPREN,,,,,,,,english
"Jovan Trajko Boseovski,",81 Highland Avenue,Salem,MA,1970,978-741-1200,,42.5108,-70.9071,national,findtreatment.gov,BUPREN,,,,,,,,english
